Questions,Category
Saan na kaya sila Sam at Frodo ngayon?,Location
Saan nanggagaling ang mga ipis?,Location
Saan ka nanggaling?,Location
Saan ka pupunta?,Location
Saan nga ba ako matutulog ngayon?,Location
Saan tayo magkita?,Location
Saan ka magbibihis?,Location
Saan ka patungo?,Location
Saan ba tayo pupunta? ,Location
Saan ka sa panahong walang wala ako?,Location
Saan ang una niyong pagkikita?,Location
Saan ka pupunta?,Location
Saan mo gustong pumunta?,Location
Saan ka nong kailangan kita?,Location
Saan na yung ballpen ko?,Location
Saan nga ba ako patungo?,Location
Saan ba yung department tindahan?,Location
Saan naman ang punta mo?,Location
Saan ka makikituloy habang wala ka pang matitirhan?,Location
Saan mo nabili ang pangkulay na yan?,Location
saan patungo ang langay-langayan?,Location
Saan ako susunod magbasa?,Location
"Saan pupunta sa Frodo at Sam, sa Gondor o sa Rivendell?",Location
Saan nakatira si Uvuvwevwevwe Onyetenyevwe Ugwemubwem Ossas?,Location
Saan na ba si Juan?,Location
Saan magaganap ang paligsahan?,Location
Saan ko makikita ang pinkamataas na bundok sa mundo?,Location
Saan ka magpapakasal?,Location
Saan kayo magtatrabaho?,Location
Saan kaya ako matutulog?,Location
Saan sila ikakasal?,Location
Saan tayo kakain?,Location
Saan ka pupunta?,Location
Saang lugar mo gustong pumunta?,Location
Saang lugar gusto mo siyang dalhin?,Location
Saang lugar ang hindi mo makakalimutan magpakailanman?,Location
Saan tayo magkikita?,Location
Saan ka na?,Location
Saan mo itatapon ang basura na yan?,Location
Alin ang gusto mong puntahan na bansa?,Location
Saan makikita ang Yamashita treasure?,Location
Saan matatagpuan ang bansang Lichtenstein?,Location
Saan maganda magbakasyon pag summer?,Location
Saan mo ako unang nakita?,Location
Saan ang lugar kung saan madaming pizza?,Location
Saan nakalagay ang gamit ko?,Location
Saan ka pupunta?,Location
Saan dito ang gamit mo?,Location
Saan siya pupunta?,Location
Saan ang pinaka gusto mong puntahan?,Location
Saan ang palagi mong pinupuntahan?,Location
Saan ka umuuwi?,Location
Saan nga ba tayo patungo?,Location
saan yung bahay ko?,Location
Saan nakatira si Obama?,Location
Saan ba makakahanap ng libreng check-up?,Location
Saan makakain ng matamis na strawberry?,Location
Saan mo planong mag honeymoon?,Location
Nasaan ka kagabi?,Location
Saan ko makita si Heo Joon Jae?,Location
Hanggang saan tayo mag papa alipin sa mga banyagang kulura?,Location
Saan ba ang mga makabagong pilipino ngayun na minamahal at tinatangkilik ang bayan natin?,Location
Saan na ba ang dating kultura ang dating kaugalian ng isang pilipino saan napunta lahat?,Location
Sa aling bahagi ng mundo ang gusto mong unang puntahan?,Location
Saan sumisikat at lumubog ang araw?,Location
Saan makikita ang Chocolate Hills?,Location
Saan pumapagitna ang ikaapat na numero?,Location
Saan ka nga ba nakatira?,Location
Saan nga ba patungo?,Location
Saan nakatira ang aking crush?,Location
Saan ka pupunta?,Location
Saan ka galing?,Location
Saan mo inilagay?,Location
Saan ako makakabili ng sapatos na mura? ,Location
Saan ka ba pupunta? ,Location
Saan ang lokasyon ng Pilipinas? ,Location
Saan na pumunta si Aling Nena?,Location
Saan na naman tayo magbabakasyon ngayong Pasko?,Location
Saan tayo pupunta?,Location
Saan ang sinasabi mong resto?,Location
Saan tayo dadalhin ng tadhana?,Location
Saan makakakuha nang mga kailangang dokumento para magkavisa?,Location
Nasaan ang dulo nang bahaghari? ,Location
Saan kaya ako makakakita nang mga panda? ,Location
Saan ko siya makikita?,Location
Saan mo nilagay ang pera ko?,Location
Saan tayo maglalaro?,Location
Saan ko siya makikita?,Location
Saan mo nilagay ang pera ko?,Location
Saan tayo maglalaro?,Location
Aling mga lugar sa Pilipinas ang gusto mong puntahan?,Location
Saan ka ba pumunta?,Location
Saan ba tayo mamamasyal?,Location
Saan makikita ang plaza?,Location
Saan siya namatay?,Location
Saan galin ang suot mo?,Location
Saan magaganap ang engkwentro?,Location
Saan ka pupunta?,Location
Saan mo binili ang sapatos mo?,Location
Saan tayo kakain?,Location
Saan mo inilagay ang pagkain ko?,Location
Saan ka pupunta?,Location
Saan kita makikita?,Location
Saan tayo magtatagpo?,Location
Saan kumuha ng lapis?,Location
Saan ang pinakamalaking syudad sa pilipinas?,Location
Saan mo ako unang nakilala?,Location
Saan matatagpuan ang puso?,Location
Saan nakatira si batman?,Location
Saan mo dapat ilagay ang sarili mo sa buhay nya?,Location
Saan makikita ang pinakamalaking mall sa Asya?,Location
Saan matatagpuan ang pinakamalaking bulaklak sa Pilipinas?,Location
Saan mo makikita ang iyong true love?,Location
Saan maaaring kumain ng mais?,Location
Saan kita makikita?,Location
Saan tayo pwedeng mag usap?,Location
Saan tayo pupunta?,Location
Saan ka pupunta?,Location
Saan kayo mamamasyal?,Location
Saan ba ninyo balak magpakasal?,Location
Saan ka galing?,Location
Saan ka papunta?,Location
Saan ko makita ang aking pamangkin? ,Location
Saan kayo mag-oovernight?,Location
Saan sa Bohol matatagpuan ang Tarsier?,Location
Saan tayo pupunta pagkatapos ng graduation?,Location
Saan ka pupunta?,Location
Saan ka mag-aaral?,Location
Saan ka magbabakasyon?,Location
Saan ka papunta?,Location
Saan tayo magde-date?,Location
Saan kayo nagkita?,Location
"Ano ang direksyon ng Argao kung nanggaling ka sa Lahug, Cebu City?",Location
Aling lugar ang puno ng dragon balls?,Location
Saan nanggaling si Kaneki Ken?,Location
Saan naliligo si Ariel the mermaid?,Location
Saan nagtungo si Kuro?,Location
Saan ka ipinanganak?,Location
Saan mo siya nakilala?,Location
Saan mo gustong ikasal?,Location
Saan mo ako dadalhin?,Location
Saan tayo kakain?,Location
Saan ako maghihintay?,Location
Saan ko mamahanap ang hinahanap ko?,Location
Saan ba kita hahanapin?,Location
Saan ba ang Calle Crisologo?,Location
Saan mo ko dadalhin?,Location
Saan patungo ang daan na ito?,Location
Saan ka titira?,Location
Saan ba 'ko lulugar sa buhay mo?,Location
Saan ka pinanganak?,Location
Saan pa ba tutungo ang pag-ibig nating mahirap nang ipaglaban?,Location
Saan tayo magsisimula uli? ,Location
Saan mo gustong mamasyal?,Location
Saan mo gustong magpakasal?,Location
Saan kayo nakabili ng sapatos na iyan?,Location
Saan tatanghalin ang Miss Universe? ,Location
Saan tayo pupunta?,Location
Saan ka ba nanggaling?,Location
Saan ba ito patungo?,Location
Saan ba dapat ako pumunta kung ako ay nagugutom?,Location
Saan nakatira si Faie?,Location
Saan nag-iistambay si Oble?,Location
Saan ka pupunta?,Location
Saan ang palaruan dito?,Location
Saan banda ang Labangon?,Location
Saan matatagpuan ang tunay na kaligayahan?,Location
Saan tutungo upang makamit ang tagumpay?,Location
Saan natin madadama ang haplos ng tunay na pag-ibig?,Location
Saan ba ang bahay nila Lee Min Ho at Song Joong-ki?,Location
Saan makikita ang wala?,Location
Saan tayo magtatagpo?,Location
Saan tayo makakarating?,Location
Kailan mo ba mapapansin ang aking lihim?,numeric
Kailan ba hahaplusin ang pusong pusong bitin na bitin?,numeric
Kailan kaya ako gagraduate?,numeric
Saan ako nagkamali?,numeric
Saan nagkamali ang puso ko?,numeric
Bakit ngayon ka lang?,numeric
Kailan kaya kita muling makikita?,numeric
Kailan ko kaya matatapos ang thesis ko?,numeric
Kailan kaya ako matatapos?,numeric
Kailan magsasara ang mall?,numeric
Kailan ako kakain?,numeric
Kailan ka ba magigising?,numeric
Kailan ang kaarawan mo?,numeric
Bakit kailangan mas marami akong isulat ngayon?,numeric
Hanggang kailan ako maghihintay?,numeric
Kailan ko siya masasapak?,numeric
Kailan ba darating ang mga bisita?,numeric
Kailan ba sila aalis?,numeric
Bakit ngayon ka lang?,numeric
Kailan ka ba darating?,numeric
Kailan pa ba mapapansin ang aking lihim?,numeric
Kailan ba magsisimula ang tayo?,numeric
Kailan pa ba ako mapapagod?,numeric
Kailan ba ako titigil sa pagpapakatanga?,numeric
"Kailan ko pa ba matatanggap na lagi't lagi, siya ang pipiliin mo?",numeric
Kailan mo ba mapapansin ang aking lihim?,numeric
Kailan kita makikitang muli?,numeric
Kailan kita mahahagkan?,numeric
Ano ang pinakamasayang nangyari sa buhay mo?,numeric
Ano kaya ang nangyari kanina sa bahay?,numeric
Kailan ka aalis patungong Japan?,numeric
Kailan siya babalik ng Pilipinas?,numeric
Kailan mapapansin ang pusong bitin na bitin?,numeric
Kailan niya sasabihing may jowa na siya?,numeric
Bakit ka nahuli?,numeric
Kailan ba akong pumunta sa inyo?,numeric
Anong taon kana iha?,numeric
Bakit ngayon ka lang?,numeric
Kailan kaya mapapansin ang ating lihim?,numeric
Kailan nga ba ako magtatapos ng kolehiyo?,numeric
Kailan namatay si Jose Rizal? ,numeric
Kailan nya ba ako mapapansin? ,numeric
Kailan kaarawan mo?,numeric
Kailan ka uuwi?,numeric
Kailan pa kita makikita ulit?,numeric
Kailan tayo kakain sa Vikings?,numeric
Kailan tayo pupunta sa SM seaside?,numeric
Kailan mo ibabalik ang jeans ko?,numeric
Kailan ang iyong kaarawan?,numeric
Kailan ka pupunta ng ibang bansa?,numeric
Kailan mo makukuha ang sahod mo?,numeric
Kailan darating ang panahon na pwedi na kitang mahalin?,numeric
Kailan mo ba ako ipakikilala sa pamilya mo?,numeric
Saan ba patutungo ang relasyon natin?,numeric
Kailan tayo aalis?,numeric
Kailan kayo aalis?,numeric
Kailan sila aalis?,numeric
Kailan ka babangon?,numeric
Kailan mo ba tatanggapin sarili mo?,numeric
Kailan ka matatapos sa paghihintay?,numeric
Kailan ka ba matatauhan?,numeric
Bakit ngayon ka lang?,numeric
Kailan nagsimula ang kantahan?,numeric
Kailan ka ipinanganak?,numeric
Kailan siya tumungo sa Davao?,numeric
Kailan siya darating?,numeric
"Kung maibabalaik mo ang panahon, kailan mo gustong bumalik?",numeric
Hanggang kailan mo matatago ang iyong sekreto?,numeric
Hanggang kailan mo mapipigilan ang iyong utot?,numeric
Saan ba ako nagkamali?,numeric
Bakit mahal ang mga damit sa H&M?,numeric
Kailan ba sisikat ang araw sa kanluran?,numeric
Kailan ba matatapos ang digmaan?,numeric
Kailan darating ang tamang panahon?,numeric
Kailan kaya siya babalik?,numeric
Kailan ako makakabili ng maraming gummy bears?,numeric
Kailan kita makikita again?,numeric
Alin sa lahat ng numero sa mundo ang paborito mo?,numeric
Ano ang paborito mong numero?,numeric
Kailan ka ga-graduate?,numeric
Kailan ang iyong kaarawan?,numeric
Kailan ang iyong kasal?,numeric
Anong oras ba magsisimula ang patimpalak?,numeric
Kailan ba ang tamang panahon na tayo ay muling magsasama?,numeric
Kailan ba ang kaarawan ni Glenndie?,numeric
Kailan mo ba mapapansin ang aking lihim na pagtingin?,numeric
Kailan ko ba pwedeng makuha ang aking diploma?,numeric
Kailan mo siya papaasahin?,numeric
Kailan mo mararamdaman ang pag-ibig ko para sayo?,numeric
Kailan ako sasagutin?,numeric
Kailan ako mamahalin?,numeric
Kailan tayo magkikita ulit?,numeric
Kailan ka magpapagupit ng buhok?,numeric
Kailan ka pupunta sa simbahan?,numeric
Kailan titigil si Faye?,numeric
Kailan ba ako magkakasyota?,numeric
Kailan kaya mapapansin ang aking lihim?,numeric
Kailan sisikat ang araw?,numeric
Kailan magigising ang pusong matagal nang natutulog?,numeric
Kailan ang kaarawan mo?,numeric
Kailan ako gagraduate?,numeric
Kailan magtatapos ang mundo?,numeric
Kailan mo ba sasabihin ang totoo? ,numeric
Kailan ba naging oo ang hindi? ,numeric
Kailan mo ba ako mamahalin ulit?,numeric
Kailan ko kaya siya makikita ulit?,numeric
Kailang ba ang pasukan nyu?,numeric
Kailan ka magbabayad?,numeric
Kailan kita makikita?,Numeric
Kailan ka ba babait?,Numeric
Kailan ka aamin?,Numeric
Kailan tayo muling magkikita?,Numeric
Kailan ang iyong kaarawan?,Numeric
Kailan mag-uumpisa ang palatuntunan?,Numeric
Kailan ba magpapakasal si Faye Lomente?,Numeric
Kailan ka bababa d'yan?,Numeric
Kailan kaya niya ako maaalala?,Numeric
Kailan mo napagtanto na wala ka talagang alam?,Numeric
Kailan sila matitigil sa pagsunod sa uso?,Numeric
kailan mo sasagotin ang tanong ko?,Numeric
kailan ka maging akin? ,Numeric
Kailan mo ba ako mamahalin?,Numeric
Kailan ang birthday mo?,Numeric
Kailan mo ibibigay ang cellphone niya?,Numeric
Kailan kayo pupunta sa beach?,Numeric
Kailan mo aaminin ang iyong nararamdaman para kay Adolf Hitler?,numeric
Kailan ka babalik? ,Numeric
Kailan mo plano na magparamdam? ,Numeric
Kailan mo aaminin na laro lang pala ito? ,Numeric
Kailan ka mag didieta?,Numeric
Kailan ka maglalaho sa aking isipan?,Numeric
Kailan pa kaya ako magbabago?,Numeric
Kailan kaya darating ang hustisya?,Numeric
Kailan ka ba darating dito?,Numeric
Kailan ka matatapos sa enrollment?,Numeric
Kailan ba ang birthday mo?,Numeric
Kailan mo ako dadalhin sa Palawan?,Numeric
Kailan mo ibibigay ang regalo mo?,Numeric
Kailan mo ako papansinin?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan mo matatanggap ang katoohanang wala na tayo?,Numeric
Kailan mo aalisin ang galit diyan sa puso mo?,Numeric
Kailan pa ba kita malilimutan?,Numeric
Kailan pa ba darating ang tamang yugto?,Numeric
Kailan ko kaya masasabi ang saloobing ito?,Numeric
Kailan pa ba bago ito masambit?,Numeric
Kailan ba ang panahon na ika'y makakamit?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan mo matatanggap ang katoohanang wala na tayo?,Numeric
Kailan mo aalisin ang galit diyan sa puso mo?,Numeric
Kailan mo siya nakilala?,Numeric
Kailan ka huling kumain?,Numeric
Kailan ka aalis?,Numeric
Kailan uwi mo?,Numeric
Kailan ka ba bibisita dito?,Numeric
Kailan pa kaya ako magkakatrabaho?,Numeric
Kailan kaya mapapansin ni Faye ang aking lihim?,Numeric
Kailang kaya ako magkakaroon ng isang bahay na nakasabit sa puno?,Numeric
Kailan tatama ang bagyo sa kalupaan?,Numeric
Kailan ba naging kayo?,Numeric
Bakit hindi ka pupunta sa concert ng Coldplay?,Numeric
Bakit gusto mong mag aral sa Ateneo?,Numeric
Kailan ka huling kumanta?,Numeric
Kailan ka aalis papuntang Cebu?,Numeric
"Kailan ka nag sabi ng ""Mahal kita"" sa magulang mo?",Numeric
Kailan kaya uulan?,Numeric
Kailan ka uuwi sa probinsya?,Numeric
Kailan ka gagraduate?,Numeric
Kailan pa bang matututong matulog nang maaga ang mga mag-aaral?,Numeric
Kailan bang makararing ang Pilipino sa buwan?,Numeric
Kailan ba talagang pinanganak si Hesus?,Numeric
Kailan pa ba ako magiging masaya?,Numeric
Kailan tayo magpapakasal?,Numeric
Kailan ka uuwi?,Numeric
Kailan kaya ako makakauwi?,Numeric
Kailan ko maririnig ang matamis mong oo?,Numeric
Kailan ka aalis?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan nasagawa Ito?,Numeric
Kailan ka ba magsasabi ng totoo?,Numeric
Kailan ko ito gagamitin?,Numeric
Kailan kayo maghihiwalay?,Numeric
Kailan mo naisipang bumitaw?,Numeric
Kailan ka nagsawa?,Numeric
Kailan mo ko babalikan?,Numeric
Kailan darating ang araw na ako naman ang magpapatibok ng puso niya? ,Numeric
Kailan kaya ako papasok sa pakikipagrelasyon?,Numeric
Saan ang una niyong pagkikita?,Numeric
Kailan ba kita magiging syota?,Numeric
Kailan kaya ang uwian mamaya?,Numeric
Kailan ako sunod na dadalawin?,Numeric
Kailan ka dumating galing France?,Numeric
Kailan ba ang alis ni'yo?,Numeric
Kailan mo gustong kunin ang mga gamit mo?,Numeric
Kailan kaya ako tatapos sa kolehiyo?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan nagsimula ang Valentine's Day?,Numeric
Kailan ka una nagmahal?,Numeric
Kailan ka una natuto magluto?,Numeric
Kailan ka gumising?,Numeric
Kailan pa ba kita malilimutan?,Numeric
Kailan pa ba darating ang tamang yugto?,Numeric
Kailan pa ba bago ito masambit?,Numeric
Kailan ba ang panahon na ika'y makakamit?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan mo siya nakilala?,Numeric
Kailan ka huling kumain?,Numeric
Kailan ka aalis?,Numeric
Kailan uwi mo?,Numeric
Kailan ka ba bibisita dito?,Numeric
Kailan pa kaya ako magkakatrabaho?,Numeric
Kailan tatama ang bagyo sa kalupaan?,Numeric
Kailan ka huling kumanta?,Numeric
Kailan ka aalis papuntang Cebu?,Numeric
Kailan kaya uulan?,Numeric
Kailan ka uuwi sa probinsya?,Numeric
Kailan ka gagraduate?,Numeric
Kailan ba talagang pinanganak si Hesus?,Numeric
Paano mo ibabangon ang iyong grado?,Numeric
Kailan tayo magpapakasal?,Numeric
Kailan ka uuwi?,Numeric
Kailan kaya ako makakauwi?,Numeric
Bakit ngayon ka lang?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan nasagawa Ito?,Numeric
Kailan ka aalis?,Numeric
Kailan ko ito gagamitin?,Numeric
Kailan mo naisipang bumitaw?,Numeric
Kailan ka nagsawa?,Numeric
Kailan mo ko babalikan?,Numeric
Anu-ano ang mga wala ako na meron sa kanya?,Numeric
Hanggang kailan ako maghihintay sa kanya?,Numeric
Saan patungo ang pagkakaibigan namin?,Numeric
Kailan ba ang pagtatapos namin?,Numeric
Ano ba ang wala ako na meron sya?,Numeric
Ano ang pinagkaiba ko sa girlfriend mo ngayon?,Numeric
Kailan kaya ang uwian mamaya?,Numeric
Kailan ako sunod na dadalawin?,Numeric
Kailan ka dumating galing France?,Numeric
Kailan ba ang alis ni'yo?,Numeric
Kailan mo gustong kunin ang mga gamit mo?,Numeric
Hanggang kailan ako mahihintay?,Numeric
Kailan kaya ako tatapos sa kolehiyo?,Numeric
Kailan kaya ako makapunta sa Scotland?,Numeric
Kailan mo ginawa iyon?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan kaya namin matatapos ang thesis?,Numeric
Kailan nagsimula ang Valentine's Day?,Numeric
Kailan ka una nagmahal?,Numeric
Kailan ka una natuto magluto?,Numeric
Kailan ka gumising?,Numeric
Kailan ka uuwi sa inyo?,Numeric
Kailan natin isusumite ang proyekto?,Numeric
Kailan ang katapusan ng mundo?,Numeric
Kailan mo maiisipang mag-toothbrush?,Numeric
Ano ang mayroon siya na wala ako?,Numeric
Kailan mo pa mapapansin ang aking lihim?,Numeric
Hanggang kailan mo ako mamahalin?,Numeric
Kailan tayo mag uumpisa?,Numeric
Kailan kaya kami mag- vivideoke ulit?,Numeric
Saan ako nagkulang?,Numeric
Kailan kaya ako ga-graduate?,Numeric
Kailan pa ang bukas?,Numeric
Kailan kaya darating ang sweldo?,Numeric
Kailan magtatapos ang mundo?,Numeric
Kailan ka nagsinungalin sakin?,Numeric
kailan tayo magpapakasal?,Numeric
Kailan kaya ipinanganak si Ariana Grande?,Numeric
Kailan kaya ang susunod na Super Moon?,Numeric
Kailan ba dapat uminom ng Biogesic?,Numeric
Ano ang meron kay Liza Soberano na wala ako?,Numeric
Kailan kaya matapos ang thesis mo?,Numeric
Kailan ka huling umiyak?,Numeric
Kailan kami magkikita muli?,Numeric
Kailan dumating si magellan sa limasawa island?,Numeric
Kailan natapos ang away ng kastila at pilipino?,Numeric
Kailan naging presidente si Marcos?,Numeric
Kailan nakamit ang kalayaan ng Pilipinas?,Numeric
Tuwing kailan nagkakaroon ng blue moon?,Numeric
Kailan ipinanganak si Andres Bonifacio?,Numeric
Kailan siya umalis?,Numeric
Kailan ka darating?,Numeric
Kailan ang kanyang kaarawan?,Numeric
Kailan ka ba babalik? ,Numeric
Kailan dapat umpisahan ang palaro? ,Numeric
Kailan ba dadating si John? ,Numeric
Kailan pa ba ikaw gagraduate?,Numeric
Kailan ka pupunta ng America?,Numeric
Kailan ba yung takdang panahon na sabi ng Aldub?,Numeric
Hanggang kailan ko ito maitatago?,Numeric
Kailan ka ba aalis?,Numeric
Kailan ka babalik?,Numeric
Kailan ang kanyang kaarawan?,Numeric
Kailan ko kaya siya makikitang muli?,Numeric
Kailan ako makakakita nang matinong trabaho? ,Numeric
Kailan ba ang intrams?,Numeric
Kailan ba ang intrams?,Numeric
Kailan ako magiging masaya?,Numeric
Kailan mo ba mapapansin ang aking lihim?,Numeric
Kailan ka ba aalis?,Numeric
Kailan mo ba 'to gagamitin?,Numeric
Kailan niya pinatay ang lamok?,Numeric
Kailan ko makukuha ang premyo?,Numeric
Kailan ko pa kaya matatapos to?,Numeric
Kailan pa kita makikita muli?,Numeric
Kailan ka babalik ng Cebu?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan ka nagkasakit?,Numeric
Kailan ka pinaganak?,Numeric
Kailan mo ako sasagotin?,Numeric
Kailan nangyari ang pagdating ni magellan?,Numeric
Kailan ako maka graduate?,Numeric
Kailan ang iyong kaarawan?,Numeric
Kailan nangyari ang aksidente?,Numeric
Kailan ako yayaman?,Numeric
Kailan tatanggapin ng lipunan ang mga baliw sa pag-ibig?,Numeric
Kailan magkaka-asawa si Jeon Jungkook?,Numeric
Kailan ba niya kukunin ang pinamili niya?,Numeric
Kailan ba ako matutong magpatawad?,Numeric
Kailan ang pagtitipon ng grupo natin?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan ang UP Intramurals?,Numeric
Kailan mo ako babalikan?,Numeric
Kailan ang Board Exam sa mga abogado?,Numeric
Kailan ang iyong kaarawan?,Numeric
Kailan tayo magkikitang muli?,Numeric
Kailan mo siya babalikan?,Numeric
Kailan mo ba mapapansin ang aking lihim?,Numeric
Kailan mo planong bumitiw sa pagdodroga?,Numeric
Kailan ka nagsimula sa iyong thesis?,Numeric
Kailan ang kaarawan ni Faye?,Numeric
Kailan naimbento ang mga numero?,Numeric
Kailan nadiskubre ang Pilipinas?,Numeric
Kailan ka magiging masaya?,Numeric
Kailan ka matutoto sa pagkakamali mo?,Numeric
Kailan ang kaarawan mo?,Numeric
Kailan mo sasabihing importante ako sa buhay mo?,Numeric
Kailan mo ba mapapansin ang aking lihim?,Numeric
Kailan tayo magkikitang muli?,Numeric
Kailan kaya mapapansin ang aking lihim?,Numeric
Kailan mo kaya ako tatanggapin?,Numeric
Kailan pa ba ang susunod na lunar eclipse?,Numeric
Kailan ka matatauhan na hindi ka na niya mahal?,Numeric
Kailan ka aalis?,Numeric
Kailan siya nagpakamatay?,Numeric
Kailan ka pa magmomove on?,Numeric
Kailan ka pinanganak?,Numeric
Kailan ba ang lakad nating dalawa?,Numeric
Kailan kayo huling nagkausap ng masinsinan ng nanay mo?,Numeric
Kailan mo ba papansin ang aking lihim?,Numeric
Kailan mo binili ang iyong bag?,Numeric
Kailan ka pupunta sa probinsya?,Numeric
Kailan ka ba uuwi?,Numeric
Kailan mo iyan kakainin?,Numeric
Kailan mo ako papakainin?,Numeric
Kailan mo ako mamahalin?,Numeric
Kailan mo pa ba siya sasagutin?,Numeric
Kailan ba aalis ang mga estranghero sa bansang ito?,Numeric
Kailan ka pa uuwi?,Numeric
Kailan ang exam?,Numeric
Kailan ka matatapos?,Numeric
Kailan mo pakikinggan ang mga hinaing ng taong bayan?,Numeric
Kailan ba siya magpapakita sa hukumang ito?,Numeric
Kailan hahaplusin ang pusong bitin na bitin?,Numeric
Kailan mo kaya ako mapapansin?,Numeric
Kailan matatapos ang hindi pa nasimulan?,Numeric
